name,location
오오타사키 단편집 3 설레임의 카르테,책장 8-3
오오타사키 단편집 4 날아가기 시작한 큐피드,책장 8-3
네곁의 나 1~10권(완),책장 8-3
베이비스텝 1~47권(완),책장 8-3
각시는 귀공녀 1~18권,책장 8-3
키스 & 네버 크라이 Kiss and Never Cry 1~11권(완),책장 8-3
소녀 소년 학급단 1~6권,책장 2-4
러브팬덤 1~12권,책장 8-3
가짜 커플 1~11권(완),책장 8-3
빨강머리 백설공주 1~25권,책장 8-4
여자의 식탁 1~8권(완),책장 8-4
라스트 게임 1~11권(완),책장 8-4
뱀파이어 기사 1~19권(완),책장 8-4
굿모닝 키스 1~21권,책장 8-4
스바루(1~11+ 문1~9 총20권완),책장 8-4
주먹에산다 1~24권,책장 8-4
마녀는 두번 신음한다 1~6권(완),책장 8-5
문moon 1~9권(완),책장 4-2
원펀맨 1~32권,책장 6-5
도시로올시다! 1~8권 완,책장 8-6
그리운 손,책장 4-2
악마? 허니!,책장 1-3
귀여운 당신에게 달콤한 덫,책장 2-7
교내 연애 카운슬러,책장 10-1
꽃다발처럼 안아줘,책장 10-1
금목서 나무에 이별을,책장 10-1
감미로운 잇자국,책장 10-1
꽃과 호두와 달콤한 생활,책장 10-1
고집스러운 키스,책장 10-1
꼬맹이라도 괜찮아,책장 10-1
그리고 세계는 너를 위해,책장 10-1
게으름뱅이의 연애 제조법,책장 10-1
곁에 있는데도 너무나 먼,책장 10-1
공중 포옹,책장 10-1
공중 정원,책장 10-1
그의 초조함과 사랑에 관해,책장 10-1
고양이과 남친을 어르는 법,책장 10-1
귀여운 콤플렉스!,책장 8-10
귀여운 콤플렉스! (여름방학 망상 편),책장 10-1
귀축안경 - 혼다X카츠야 편 -,책장 10-1
귀멸학원! 1~6권 (완),책장 10-1
귀축안경 - 미도우X카츠야 편 -,책장 10-1
개와의 나날,책장 10-1
Golden Eyes 골든 아이즈,책장 1-3
근거리 연애 어떠신가요,책장 10-1
기사와 맹세의 꽃 -상-,책장 10-1
"녹아, 내리다",책장 10-1
꿈꾸는 소년,책장 10-1
"남자, 화원으로 가면",책장 10-1
"남자, 꽃빛으로 물들면",책장 10-1
날 빼앗아 줘,책장 10-1
그 모두가 필연?,책장 10-1
고양이 유혹술,책장 10-1
나나미 엄마가 되었습니다,책장 10-1
권태,책장 10-1
검은 고양이 남친이 응석부리는 법,책장 10-1
그야 선생님도 남자니까요!,책장 10-1
가난뱅이 작가의 사랑법,책장 10-1
그날 우리는 교정에서,책장 10-1
그 입술에 사랑을,책장 10-1
꽃그림자의 기억,책장 10-1
그 눈으로 말해,책장 10-1
고교 교사,책장 10-1
I wish... 꽃다운 얼굴,책장 10-1
귀여운 나머지 뭔가 백 배,책장 10-1
기사의 조건,책장 10-1
겁쟁이의 스펙테이터,책장 10-1
각오해둬!,책장 10-1
그들은 밤이나 빗속에,책장 10-1
나에게 필요한 것,책장 10-1
구속 프로그램,책장 10-1
네거티브 히로인,책장 10-1
너 따위 필요 없어,책장 10-1
패밀리어,책장 10-1
파라다이스 베이비,책장 10-1
푹 하고 빠졌다?,책장 10-1
파트너의 사랑법,책장 10-1
페티쉬,책장 10-1
세끼 밥보다 네가 좋아,책장 10-1
거기 앉지 마,책장 10-1
파인더의 열정,책장 10-1
피부 위의 연애사정,책장 10-1
프리즘 스펙트럼,책장 10-1
플라스틱 로맨틱,책장 10-1
풋사랑,책장 10-1
포옹 실험,책장 10-1
폴라리스까지의 거리,책장 10-1
페로몬 트랩,책장 10-1
파파's 어쌔신 ~류노스케는 날아간다~,책장 10-1
파더 콤플렉스,책장 10-1
두근두근 마음,책장 10-1
동정 어때요?,책장 10-1
I'll call you mine 아일 콜 유 마인,책장 10-1
연애룰,책장 10-1
반짝반짝 흘러넘쳐,책장 10-1
빼앗긴 시선,책장 10-1
부자군과 가난군,책장 10-1
방과 후 너구리 축제,책장 10-1
백목련이 피었다면 제1집,책장 10-1
BLACK DIAMOND,책장 10-1
변덕스런 범의 유혹,책장 10-1
변변찮은 버서스!,책장 10-1
불경 하이브리드,책장 10-1
불손한 연애혁명,책장 10-1
시크의 S는 사디스트의 S,책장 10-1
센티멘탈 가든러버,책장 10-1
세상은 우리 둘로 이뤄져 있어,책장 10-1
수상한 몸,책장 10-1
"사랑에 빠져요, 대디",책장 10-1
선생님은 거짓말쟁이,책장 10-1
숏바운드 1~33권(완),책장 10-1
쌍둥이처럼,책장 10-1
새장 속의 새는 사랑에 운다,책장 10-1
소원은 햇볕 아래서,책장 2-1
신경 쓰이는 그 아이,책장 10-1
철부지 야수의 조련법,책장 10-1
순정계 페티시즘,책장 10-1
창가의 그대,책장 10-1
최후의 반항기,책장 10-1
헌터x헌터 1~38권,책장 10-1
Petshop of horrors 펫숍 오브 호러스 1~10권,책장 10-1
연하 남자와 평범 교사,책장 10-1
여왕의 꽃 1~15권(완),책장 1-3
이야기는 죽음으로 끝나지 않는다,책장 8-6
아들이 신세를 지고 있습니다!,책장 10-1
신 박씨전 어화둥둥 내 보르미 1~10권(완),책장 8-6
우리들의 삼파전,책장 10-1
Martin & John 1~7권,책장 10-1
유라라의 달 1~5권(완),책장 8-7
후지켄 1~22권(완),책장 10-1
야왕 1~29권(완),책장 8-7
OPEN SESAME 오픈 세서미 1~20권(완),책장 8-7
파검기 1~37권(완),책장 8-8
서울 협객전 1~28권(완),책장 8-8
엘리트 건달 1~51권(완),책장 8-8
마제 1~55권(완),책장 8-8
라스트 ~우리는 미래를 위하여~ 1~2권(완),책장 8-9
불길한 날에 프로포즈,책장 8-9
첫사랑의 저편,책장 8-9
Gangking 갱킹(1~27),책장 8-9
당신을 만족시키기 위해,책장 10-1
또 만나러 갈게,책장 10-1
닥터는 저기압,02월 07일
당신의 꽃봉오리를 책임집니다!,책장 10-1
다우트,책장 10-1
"뒤틀린 삼각, 풀리고 얽히다",책장 10-1
뜨거운 몸 사랑하는 몸,책장 10-1
러브 스토리즈,책장 10-1
LOVE 아로마 BODY,책장 10-1
러버즈 돌,책장 10-1
GTO반항하지마 애장판 1~14권(완),책장 10-1
로맨틱 풀세트!!,책장 10-1
러브러브레드 ~사랑의 베이커리~,책장 10-1
리미터,책장 2-7
로터스 이터,책장 10-1
링크 -나와 너의 사이-,책장 10-1
레즌느와르 ~적의 순정 백의 열정~,책장 10-1
로널드의 야망,책장 10-1
Limit 리미트,책장 10-1
리피트 애프터 미?,책장 10-1
레시피 왕자님,책장 10-1
제곱 사랑의 전술,책장 10-1
잔혹한 당신과 함께,책장 10-1
저희 탐정을 모르십니까?,책장 10-1
제너럴 블러드,책장 10-1
한 번 더 입맞춤을,책장 10-1
He is beautiful.,책장 10-1
한밤중에 부엌에서,책장 10-1
혹닉취미,책장 10-1
"사장과 비서, 사랑의 증명",책장 10-1
스무살의 생일날에,책장 10-1
상남2인조 1~15권(완) 애장판,책장 10-1
새벽에 피는 꽃의 색,책장 10-2
사랑의 성숙기 사랑의 제철,책장 10-2
스위트 몬스터,책장 2-7
서예가의 사랑,책장 10-2
손끝의 연정,책장 10-2
스위트 라이프,책장 10-2
싫어의 반대,책장 10-2
최애의 아이 1~15권,책장 10-2
휘슬(1~24완),책장 10-2
나 NA 1~13권(완),책장 10-2
청공 1~13완,1층 키오스크 옆
아카메가벤다 1~15권(완),책장 2-6
모노크로 소년소녀 1~12권(완),책장 5-4
사랑은 반짝반짝 1~8권(완),책장 2-1
일요일에 태어난 아이,책장 1-3
이웃은 문을 두드린다,책장 8-5
M의 열정,책장 8-5
와일드 허니,책장 10-1
울지마 오오쿠보군,책장 10-1
꽃과 악마 1~10권(완),책장 10-1
제물공주와 짐승의 왕 1~15권(완),책장 10-1
수신의 신부 1~11권(완),책장 10-1
야수 같은 사랑,책장 8-13
나노카의 그이 1~14권(완),책장 8-6
스피드 도둑 1~18권(완),책장 8-6
아일랜드 1~7권(완),책장 10-1
드래곤볼_풀컬러마인부우편 1~6권,책장 8-3
무지개 라면 1~18권(완),책장 2-3
살육의 천사 에피소드 제로 1~4권,책장 3-7
메이커 비공식 하츠네 믹스 1~3권(완),책장 3-5
핫도그 1~31권(완),책장 4-5
Say Love... 세이 러브 1~11권(완),책장 5-1
구타닷컴 1~15권(완),책장 7-7
FULL HOUSE 2 풀하우스 새로운 이야기 1~5권(완),책장 8-9
하이힐을 신은 소녀 1~14권(완),책장 8-8
셜리 1~2권,책장 8-10
염한 -수려한 남자- 1~18권,책장 8-7
新 Petshop Of Horrors 신 펫숍 오브 호러즈 1~12권(완),책장 8-7
내 첫사랑을 너에게 바친다 1~12권(완),책장 8-6
별은 노래한다 1~11권(완),책장 8-6
마담 프티 1~11권(완),책장 8-6
Cafe 미나미아오야마 골동품거리 1~13권,책장 8-6
키라라의 별 1~13권(완),책장 8-5
나 1~!3,책장 8-5
"오늘, 사랑을 시작합니다 1~15권(완)",책장 8-5
그것은 내 사랑이 아니야,책장 8-5
오늘 밤 너를 생각하다,05월 06일
연애 성장기,책장 8-5
아프리오리 ~너와 나의 연애 규칙~,책장 10-1
연애서클,책장 10-1
안녕 나의 프린세스,책장 10-1
오타쿠의 우울,책장 10-1
임금님의 사랑 유희,책장 10-1
온 더 콰이어트,책장 10-1
공략 신드롬,책장 10-1
"only you, only",책장 10-1
악마는 사랑 안 해!,책장 10-1
야수의 마킹,책장 10-1
일어나서 처음 하는 것,책장 10-1
올모스트 파라다이스,책장 10-1
24시간 영업 중,책장 10-1
연예계의 사정,책장 10-1
근거리 연애,책장 10-1
GT,책장 10-1
잘생겼군과 시원찮군,책장 10-1
속도위반 가족,책장 10-1
사랑하는 왕자님,02월 07일
3월 모일 곰을 주웠다,책장 10-1
사루쿠이산 사건 파일,책장 10-1
색의인화 컬러풀 보이즈,책장 10-2
스위치 ON!,책장 10-2
sweep!,책장 10-2
석양빛이 닿는 그 앞에,책장 10-2
사랑을 한 입,책장 10-2
STAR Knight 스타 나이트,책장 10-2
SNEAKY RED 스니키 레드,책장 10-2
속까지 부드럽게 캐내줘,책장 10-2
신록 -사랑기-,책장 10-2
신록 -소년기-,책장 10-2
사로잡힌 눈동자,책장 10-2
"오늘밤, 미스터에서",책장 10-2
인연,책장 10-2
사랑스러운 닥터 코트,책장 10-2
사랑하는 몸,책장 10-2
설탕처럼 달콤하게,책장 10-2
BLUE GIANT 블루 자이언트 1~10권,책장 10-2
모브코의 사랑 1~20권,책장 10-2
엔젤전설 1~10권,책장 10-2
하츠하루 1~8권,책장 4-2
신다다다 1~2권(완),책장 8-13
"안경, 때때로, 불량아 1~7권",책장 2-2
밟고 차고 사랑하고 1~4권,책장 8-13
적어도 이건 사랑 1~5권,책장 8-14
센티멘탈키스 1~4권,책장 8-13
데드데드 데몬즈 디디디디디스트럭션 1~12권,책장 8-13
사슴아이 어슬렁어슬렁 호시탐탐 1~6권,책장 8-13
방과후소년하나코군 1~2권,책장 8-13
주식회사 마지루미에 1~14권,책장 1-1
엔젤전설 1~10권,책장 1-1
괴도키드 1~5권,책장 1-1
숲속의담 1~10권,책장 1-4
악역의 엔딩은 죽음뿐 1~8권,책장 2-2
틴틴팅클 1~2권,책장 5-1
동인녀의 감정 1~3권,책장 7-1
케이온 1~4권,책장 7-1
블레스 1~5권,책장 7-1
골든골드 1~9권,책장 7-7
내집으로와요 1~4권,책장 7-7
킬블루 1~6권,책장 7-7
하쿠메이와 미코치 1~11권,책장 7-7
Gachiakuta(가치아쿠타) 1~12권,책장 7-7
번뇌서유기 1~8권,책장 7-7
드래곤볼SD 1~8권,책장 7-7
매리지톡신 1~8권,책장 7-7
우에키의법칙플러스 1~5완,책장 7-8
태엽감기카규 1~16 완,책장 7-7
괴롭히지말아요 나가토로양 1~18권,책장 7-7
길티이노센스 1~10권,책장 3-3
지뢰계남친 스즈군 1~2권,책장 1-5
체크메이트 1~3권,책장 7-9
뇌신과샐러리맨 1~5권,책장 8-11
야화첩 1~5권,책장 8-11
이웃집스텔라 1~7권,책장 8-11
귀엽다는말들은적없어 1~9권,책장 8-11
야마다가의여자 1~6권,책장 8-11
타마의포상 1~6권,책장 8-12
추락여고생과 폐인교사 1~18권,책장 8-12
어쌔신&신데렐라 1~3권,책장 8-12
카드캡터사쿠라 클리어카드편 1~16권,책장 8-12
변덕쟁이 오렌지로드 1~10권,책장 8-12
불의검 1~12권,책장 8-12
어차피 울 거라면 사랑이 좋아 1~2권,책장 8-14
사과에 벌꿀,책장 8-16
책상 밑 연애술,책장 8-17
왕자님은 샐러리맨,책장 8-12
충견과 군주,책장 10-2
마기 1~37권(완),책장 10-2
조준 사격,책장 10-2
제멋대로 쥬얼,책장 10-2
JUNK! BOYS,책장 3-3
장미의 눈동자는 폭탄,책장 10-2
8월의 숲,책장 10-2
패러럴 라인,책장 10-2
페티시스트,책장 10-2
포르노그래퍼,책장 10-2
저항할 수 없어!?,책장 10-2
지옥순례 上,책장 10-2
마기_신바드의모험 1~19권(완),책장 10-2
잔혹하게 사랑을 속삭여줘,책장 10-2
자갈밭의 낙원,책장 10-2
빗속에서 찾아왔다,책장 3-3
보디가드와 위험한 키스,책장 10-2
우선은 쟁탈전!,책장 10-2
침대 밑의 비밀,책장 10-2
요시다 형제 이야기,책장 10-2
팔려온 신부,책장 10-2
나쁜 왕자라도 좋아,책장 10-2
능력자 군과 날라리,책장 10-2
어떤 과학의 초전자포 1~19권,책장 10-2
네가 아니면 안 돼,책장 10-2
느끼면 안 돼,책장 10-2
Nobody Knows,책장 3-1
니시마치 진료소의 비밀,책장 10-2
"남은 남, 우린 우리",책장 10-2
너에게 줄게,책장 10-2
낙원의 감옥,책장 10-2
남자아이인걸!,책장 10-2
나와 너의 러브 해러스먼트,책장 10-2
내가 사랑해줄게,책장 10-2
경계의린네 1~40완,책장 10-2
내숭떠는고양이,책장 10-2
달콤한 계약,책장 10-2
드라마틱하게 사로잡아!,03월 04일
뒤에서 안아줘,책장 10-2
돌아갈 수 없는 나라,책장 10-2
닥터는 저기압,책장 10-2
달콤한 조건,책장 10-2
대나무 미인,책장 10-2
단칸방 왕자,책장 10-2
동반자의 방침,책장 10-2
나츠메 우인장 1~30권,책장 10-2
동생으로 있을 수 없어!!,책장 10-2
동인남 이야기,책장 10-2
당신의 개가 되고싶어,책장 8-12
달아오른 몸,책장 10-2
"도쿄 러브 上,下",책장 10-2
연인 스크램블,책장 10-2
이어지고 싶어,책장 10-2
야사카 고교 사교댄스부,책장 10-2
오늘밤은 테크아웃으로,책장 10-2
왕자님은 우울,책장 10-2
"페어리테일 1~63완+외전 1,2",책장 10-2
잃어버린 것,책장 10-2
입술을 채우다,책장 10-2
오늘 사정에 따라서,03월 04일
얼터너,책장 10-2
어린양과 늑대,책장 10-2
연애 트리트먼트,책장 10-2
이베리코 돼지와 사랑과 츠바키.,책장 10-2
어디까지든 달려갈게,책장 10-2
애착,책장 10-2
페어리테일S,책장 10-2
운명은 내 곁에,책장 10-2
열정의 사이,책장 10-2
"야수주의 ~양편, 늑대편, 호랑이편~",03월 04일
언럭키 스트라이크,책장 10-2
왕자가 사랑한 스파이,책장 10-2
이러려던 게 아니었는데,책장 10-2
사랑의 달콤한 부분,책장 10-2
심술궂은 사람,책장 10-2
사랑을 팔 거라면,책장 10-2
사내연애에 대하여,책장 10-2
충견 비서의 우울,책장 10-2
애인 예속 알레르기,책장 10-2
사장 모모이군,책장 10-2
춘희,책장 10-2
7월의 교차점,책장 10-2
천국이 아냐,책장 10-2
참배합니다,책장 10-2
나는 형,책장 10-2
나즈나 선생과 칸다군,책장 10-2
노하라 노하라노,책장 10-2
니혼바시 동반자살,책장 10-2
나는 내 길을 간다,책장 10-2
너는 운명의 반짝반짝,책장 10-2
네 마음속의 진실,책장 10-2
남자친구는 짐승!,책장 10-2
남몰래 사랑술,책장 10-2
늑대의 혈족,책장 10-2
네오아르카디아 ~어둠 속에 피어나는 무지개~,책장 10-2
은빛 과실,책장 10-2
녹아내리 듯,책장 10-2
이누카미! 1~6완,책장 10-2
화려하고도 불합리하게,책장 10-2
하이파이 라이프,책장 10-2
화무소지에서 만나요,03월 04일
행복해지지 않겠어요?,책장 10-2
화가원 방명록,책장 10-2
하늘색과 핑크 그리고 오렌지색,책장 10-2
학원헤븐 -시치조편-,책장 10-2
한낮의 사랑,책장 10-2
한결같이 찌푸린 얼굴,책장 10-2
해봐,책장 10-2
은혼 1~77완,책장 10-2
호랑이와 늑대,책장 10-2
화분의 주인,책장 10-2
흔히 있는 일,03월 03일
허니 트랩,책장 10-2
호텔 드루도 ~향락의 미인~,책장 10-2
홀아비의 아침식사,책장 10-2
형사에게도 사정이 있다,책장 10-2
흘러넘칠 것 같아,책장 10-2
혼자서도 할 수 있어!,책장 10-2
하늘이 만나는 장소에서,책장 10-2
HEARTY,책장 10-2
낙원의 뜰,책장 10-2
사막의 신부,책장 10-2
선생님에게 다가가고 싶어,책장 10-2
순간시그널,책장 10-2
SKY LINK -스카이 링크-,책장 10-3
심술궂은 입맞춤,책장 10-3
사막의 왕자님,책장 10-3
손잡기 놀이,책장 10-3
상복의 디너파티,책장 10-3
너의파편 1~9완,책장 10-3
세상에서 가장 서툰 서비스,책장 10-3
The end of youth ~사랑 노래~,책장 10-3
사로잡힌 달콤한 야수들,책장 4-2
사랑의 붉은 십자가,책장 10-3
손끝으로 사랑을 말해라,책장 10-3
사탕색 연심,책장 10-3
상사주제에 까불고 있어,책장 10-3
괴기천만 네코마치 상점가 1~3권,책장 10-3
소라닌 신장판,책장 10-3
누에의 음양사 1~5권,책장 10-3
모모치네 집 요괴욍자 1~16권(완),책장 10-3
무능한 나나 1~12권,책장 10-3
아홉수 우리들 1~8권,책장 10-3
"마법진 구루구루 1부, 2부, 외전",책장 3-2
그대를 사랑합니다 1~2권,책장 10-3
일쌍다반사 1~2권,책장 10-3
커리어 게이트,책장 10-3
카페 Relish로 오세요,책장 10-3
키네인!,책장 10-3
MO' SOME STING -모 썸 스팅-,책장 10-3
이 악마 녀석!,책장 10-3
지어스 1~11완,책장 10-3
우리 동네 전파상,책장 10-3
연애게임,책장 10-3
블랑제의 연인,03월 02일
반장하고 나! 나!!,책장 10-3
비터 허니,책장 10-3
열사의 굴레,책장 10-3
알아달라는 말은 못하겠지만,책장 10-3
AMETORA -아메와 토라-,책장 10-3
왼손이 키스,책장 10-3
언젠가 반드시 LOVE,책장 10-3
일리걸레어 1~4권(완),책장 10-3
EASY MODE,책장 10-3
클라라는 언제나 상처투성이,책장 10-3
키스 모어 키스!,책장 3-7
타카토가의 복잡한 사정,책장 10-3
왕자님의 분부대로,책장 10-3
영원한 보이프렌드,책장 10-3
뮤즈의 축복,책장 10-3
맛있는 남자,책장 10-3
망상 일렉텔,책장 10-3
만월에 구름,책장 10-3
미남자 연애론,책장 10-3
메테오 라이트,책장 10-3
마치 처음 사랑에 빠진 것처럼,책장 10-3
메마른 밤거리를 헤엄치다,책장 10-3
Mr. 시크릿 플로어 ~불꽃의 왕자~,책장 10-3
Mr. 시크릿 플로어 ~소설가의 장난스런 목소리~,책장 10-3
미안 아이돌군,책장 10-3
무녀허니,책장 10-3
마왕 러버 VS 왕자님,책장 10-3
마음이 맞는다는 건,책장 10-3
보석의나라 1~12권 완,책장 10-3
무색투명,책장 10-3
마이 홈 마이 달링!,책장 10-3
모자란 악마,책장 3-3
막무가내 작가와 패배자의 첫사랑,책장 10-3
매일 연애,책장 10-3
무뢰암,책장 10-3
말하게 하고 싶어,책장 10-3
밀월마저 약탈의 끝,책장 10-3
장남 사용 설명서,책장 10-3
좋잖아,책장 10-3
던전에서만남을추구하면안되는걸까 1~10권,책장 10-3
플런더러 1~21완,책장 10-3
잠들지 못하는 연인,책장 10-3
절반의 집세로 살 수 있는 곳,책장 1-4
Only one 온리 원,03월 02일
연애 Paradox,책장 10-3
월광 언덕의 꽃 정원 가을편,책장 10-3
약사의 첫사랑은,책장 10-3
어울리지 않는 초콜릿,책장 10-3
얄미움은 품속에서 다시 한 번,책장 10-3
토라의 첫사랑,책장 10-3
타락한 성자의 입맞춤,책장 10-3
동군 1~10,책장 10-3
터닝 포인트,책장 10-3
발효 청년,책장 10-3
발끝에 빛의 길,03월 03일
바보와 나와 음담패설,책장 10-3
비서와 사장의 비밀,책장 10-3
베이비 베이비 베이비,책장 10-3
봄의 눈,책장 10-3
밤을 배회하는 사람,책장 10-3
바닐라 리조트,책장 10-3
블랙 쉽 다운,책장 10-3
쿠레나이 1~10권(완),책장 10-3
비온 뒤의 샤이한 레인보우,책장 10-3
"박사의 창조물 上,下",책장 10-3
빠져든 사랑의 깊은 상처,책장 3-6
벌꿀 피부미인,책장 10-3
병아리 왕자님,책장 10-3
별보다 은밀하게,책장 10-3
내가 원하는 단 한가지,책장 10-3
너는 운명보다 달콤하게,책장 10-3
내 친구가 XX였던 사건,책장 10-3
눈과 눈이 마주치면 안녕,책장 10-3
내가 좋다고 말 못하는 이유,책장 10-3
나족의 신부,책장 10-3
녹슨 달,책장 10-3
너 없인 살 수 없어,책장 10-3
너는 운명의 반짝반짝,책장 10-3
니카와 군은 사랑이 하고 싶어!,책장 10-3
진심이 된 메리맨,책장 10-3
짝사랑이즘,책장 10-3
중요한 일이니까 두 번,책장 10-3
머스터드 허니,책장 10-3
청의엑소시스트 1~30권,책장 10-3
"미남, 섹시남",책장 10-3
매직 메일 초콜릿,책장 10-3
HELL&HEAVEN,책장 3-1
학생회장님의 펫,책장 10-3
한 사랑의 시작,책장 10-3
화장실의 왕자님,책장 10-3
연애증명,책장 10-3
어른이 되어도,책장 10-3
열전도,책장 10-3
이웃집 그 사람,책장 10-1
플래티넘엔드 1~14권(완),책장 10-1
왕자와 연인,책장 10-1
"안녕, Baby",책장 10-1
언제나 항상,책장 1-7
어리석은 자는 붉은색을 싫어한다,책장 10-1
영원한 7월,책장 10-1
울퉁불퉁한 우리들과,책장 10-1
이런 남자가 사랑받는다,책장 10-1
M식 프린세스 1~2권,책장 10-1
이 사랑은 비밀,책장 10-1
요리미츠 군의 동생,책장 10-1
샤먼킹 1~32권 완,책장 10-1
왕에게 키스!!,책장 10-1
"애인은 살해당했다 전,후편",책장 10-1
연애학습,책장 3-2
에이프런으로 아침식사를,책장 10-1
열받는 녀석,책장 10-1
영원히 머무는 곳,책장 10-1
양호실까지 몇 미터?,책장 10-1
애인,책장 10-1
입술의 행방,책장 10-1
에자키 가에 어서 오세요,책장 10-1
드래곤드라이브 1~14완,책장 10-2
임금님 게임,책장 10-2
옥상 풍경,책장 10-2
Age Called Blue,책장 3-3
월운,책장 10-2
아이가 러브하는 건 유라구!,책장 10-2
오해도 사랑이니까,책장 10-2
열애 콤플렉스,책장 10-2
은밀한 이곳에서,책장 10-2
아이스 이글 파이어 호크,책장 10-2
우리 은신처로 오세요,책장 10-2
아무도 안 줘!,책장 10-2
엔드 러브,책장 10-2
이제부터 어떡하지?,책장 10-2
여름 사랑,책장 10-2
왕자님 공부,책장 10-2
열받는 녀석,책장 10-2
원하시는 대로,책장 10-2
열애상흔,책장 10-2
연애조작 1~2권,책장 10-2
신사협정을 맺자!,책장 10-2
마계왕자 1~15완,책장 10-3
새장속에서,책장 10-3
사랑의 물방울,책장 10-3
시그널,03월 01일
소울 메이트,책장 10-3
사랑에 물들어,책장 10-3
사랑하는 나의 비서,책장 10-3
순정만화가의 사랑,책장 10-3
사장과 나,책장 10-3
STOP! 주인님,책장 10-3
숨길 수 없는 사랑,책장 10-3
던전에서만남을추구하면안되는걸까_파밀리아클로니클ep.류 1~2,책장 10-3
에덴즈제로 1~33권,책장 10-3
소년 뷰티,책장 10-3
사장님의 취미,책장 1-4
35도의 연애열,03월 01일
사랑이라는 병에 바르는 약,책장 10-3
사랑은 언제나 폭풍처럼,책장 10-3
소심한 자의 행복,책장 10-3
씨크리트 게임,책장 10-3
시험해 주세요,책장 10-3
오렌지 빛 나날들,책장 10-3
영원히 머무는 곳,책장 10-3
공의 경계 1~9권,책장 10-3
아저씨와 고양이 1~12,책장 10-3
악마와 계약연애 1~8,책장 10-3
마이 브로큰 마리코,책장 5-2
김전일 37세의 사건부 1~17권,책장 7-1
"촌구석 아저씨, 검성이 되다1~6권",책장 7-1
피치카토의 잠자는 숲1~3권,책장7-9
아카리,책장 5-1
다이아몬드의 공죄 1~6권,책장 7-7
천막의 자두가르 1~4권,책장 8-12
괴수8호  side B 1~2권,책장 7-7
해왕단테 1~13완,1층 신간
너의 옆얼굴을 보고 있었다 1~3권,책장 6-2
태양보다 눈부신 별 1~9권,1층 신간
볼 빨간 퍼스트 키스,03월 01일
아자코이 1~4권,책장 8-12
야쿠자의 덕질 1~2권,책장 8-13
밤의 이름을 불러줘 1~4권,책장 8-12
"빠졌어, 너에게",책장 8-12
빙속성 남자와 쿨한 동료여자 1~9권,1층 신간
베르사유의 장미(애장판) 1~9권 (완),책장 7-7
휴일의 악당 1~6권,1층
금색의갓슈!! 1~33완,책장 7-7
인소의 법칙 1~7권,책장 7-1
밤의 이름을 불러줘 1~5권,책장 7-7
별 내리는 왕국의 니나 1~14권,03월 04일
위국일기 1~11권,책장 7-1
아카바네 호네코의 보디가드 1~9권,책장 7-7
무사시노 윤무곡 1~3둰,책장 8-18
망그러진 만화 1~2권,책장 8-13
묘쌤은 이렇게 말했다 1~4권,책장 7-7
"흑박물관 초승달이여, 괴물과 춤추어라 1~6권",1층
아키라 AKIRA 1~12권(완),책장 7-1
아혈의 음양사 1~5권,책장 5-1
팬텀 버스터즈 1~3권,책장 7-8
루리 드래곤 1~3권,책장 7-7
월요일의 타와와(청판) 1~10권,책장 5-6
플라잉 위치 1~13권,책장 7-7
최애가 부도칸에 가 준다면 난~ 1~10권,1층
그리게 된 이상 1~3권,책장 7-7
동경일일 1~3권,1층
조명가게 1~3권,책장 7-8
86 에이티식스 1~2권,책장 7-8
왕실교사 하이네 1~17완,책장 7-8
호랑이 들어와요 1~9권,책장 7-7
극락왕생 1~10권,책장 7-1
토끼와 흑표범의 공생관계 1~7권,03월 01일
해수의 아이 1~5권(완결),03월 05일
코와! 1권(단편),03월 05일
"이번 생은 가주가 되겠습니다. 1부 1권~4권, 2부 1~3권",03월 06일
어쨌든 귀여워 1~22권,책장 1-4
"아차피, 사랑하고 만다 1~9권",03월 06일
서랍속 테라리움(단편),책장 3-1
호랑이는 용을 아직 먹지 않는다 1~4권,03월 05일
나만의 비밀 1~3권,책장 6-2
고수 1~16권,책장 3-1
가짜 동맹 1~5권,03월 05일
황제와 여기사 1~10권(완결),03월 05일
엔네아드 1~6권,책장 8-8
우자키 양은 놀고싶어! 1~11권,03월 05일
러프 1~6권(완결),책장 8-14
이거 그리고 죽어 1~5권,03월 06일
우리가 사귀어도 괜찮을까 1~11권,책장 5-6
삼색 고양이 모부는 캔 부자가 되고 싶어 1권(단편),책장 8-6
신암행어사 1~17완+외전,책장 3-6
아르테 1~19권,03월 06일
승리의 여신 : NIKKE 코믹 앤솔러지 1권,02월 02일
모노 1~2권,책장 5-6
초인X 1~11권,03월 07일
너는 방과 후 인섬니아 1~14권 (완결),책장 1-1
미팅에 나갔는데 여자가 없었던 이야기 1~8권,03월 07일
센티멘털 무반응 신조 케이지 단편집,03월 07일
봇치 더 록! 외전 히로이 키쿠리의 과음일기 1~2권,03월 07일
샌드 랜드 1권,03월 07일
블루록 에피소드 나기 1~5권,책장 6-3
신암행어사 외전,책장 3-7
힘내라 나카무라군 1~2권,03월 07일
용과 카멜레온 1~4권,책장 3-7
참으로 과보호인 마왕님 1~2권,03월 07일
악마에 입문했습니다 If episode of 마피아 1~3권,03월 07일
환생했는데 제7왕자라 내마음대로 마술을 연마합니다 1~15권,책장 7-10
헬하운드 1~4권,책장 3-7
반왕 1~6권,책장 3-7
라그나크림슨 1~14권,03월 07일
언어의 정원 단편,책장 6-3
"크로우즈 1~19권(완), 외전 1,2권",책장 4-3
